#{"t_start": 1670715097.7112644, "env_id": "LunarLander-v2"}
r,l,t
53.495455,283,5672.611988
239.229432,305,5674.928615
234.118464,625,5679.224152
290.656489,294,5684.289841
212.977164,346,5686.619879
129.568816,1000,5694.150753
-80.780161,420,5697.217217
255.252516,320,5702.304052
-19.00574,168,5703.541798
5.918469,228,5705.187383
222.274391,401,5707.708337
198.747953,333,5710.210131
93.947678,1000,5719.948919
-8.401454,201,5721.466872
221.785752,350,5723.669026
249.173055,482,5727.741259
251.99565,325,5730.269296
203.469123,343,5735.548695
156.515682,1000,5742.128629
239.9965,972,5749.729727
252.771845,336,5754.683291
228.003755,311,5757.072542
127.594742,1000,5764.480898
299.263557,269,5766.528864
239.318872,273,5771.072306
1.433709,283,5772.951891
259.719187,212,5774.454479
224.446241,318,5776.468587
40.34463,281,5778.300058
257.032086,259,5780.319099
-28.692209,179,5781.885885
118.765114,1000,5791.174675
248.102884,717,5795.738701
0.791228,256,5797.759529
115.466392,1000,5807.200392
258.846856,311,5809.326844
261.835409,317,5811.319187
266.892766,279,5812.961502
287.875197,267,5815.156889
28.300154,143,5816.379658
232.201919,302,5821.582746
-5.087905,315,5823.625405
249.83449,320,5825.677872
220.980078,337,5827.908552
119.162156,1000,5838.123114
106.86821,1000,5844.736338
257.158213,384,5847.597481
1.027064,164,5848.732017
217.264801,328,5851.062053
258.415628,344,5856.719694
-40.662871,329,5858.893752
252.587446,328,5860.996667
98.5719,1000,5867.865439
216.861797,318,5873.023601
122.78361,1000,5880.905406
266.273098,298,5883.504255
216.749452,372,5886.229599
-25.899789,288,5891.550112
251.146715,261,5893.579458
271.528336,331,5896.233337
19.410714,270,5898.503088
37.679205,244,5900.559181
-20.535881,306,5902.789768
3.87306,161,5903.718508
-18.964221,270,5905.741175
68.288331,233,5909.978373
251.37326,295,5911.792335
257.019653,352,5914.097344
102.156859,1000,5921.421103
230.857105,371,5926.913092
249.319579,336,5928.941321
-31.642199,270,5930.753042
46.724098,179,5931.821171
246.911649,366,5934.43835
223.23688,338,5936.604279
130.614086,1000,5946.230655
298.049542,277,5948.099167
214.988965,340,5950.557363
305.160446,236,5952.112148
211.17873,355,5954.56138
17.20325,149,5955.660036
241.472154,314,5968.597081
265.546561,272,5973.241603
266.098608,263,5975.684243
228.040421,416,5982.524645
265.599111,310,5988.977124
0.514683,159,5992.522003
-45.086196,316,5996.243731
244.823244,385,6001.696656
140.747366,1000,6008.724913
-17.417872,333,6010.951901
10.473536,301,6013.333414
17.471305,326,6018.561809
240.818196,382,6020.992663
22.313977,333,6023.321746
256.236379,322,6025.716769
-11.053182,258,6027.583819
240.524986,376,6030.104539
243.764275,353,6035.718286
253.633663,317,6037.928742
215.933951,284,6039.742918
275.901066,326,6041.9903
262.802979,371,6044.721064
29.787031,233,6046.35128
35.160853,291,6048.589228
107.573953,1000,6057.61042
221.604407,360,6059.917459
240.683602,666,6064.820861
231.787528,300,6070.429934
237.116874,534,6074.293934
244.852586,336,6076.82491
149.472021,1000,6084.826282
76.097132,190,6088.974732
36.466541,269,6090.720912
34.266296,293,6092.619146
221.703368,323,6094.915925
233.959422,328,6097.286609
-5.243453,279,6099.196304
266.963017,307,6101.744987
272.6841,313,6106.78793
248.885178,322,6108.809237
268.621941,367,6111.161131
270.969806,374,6113.928164
73.787797,154,6115.030573
242.05757,310,6117.181112
252.154931,340,6119.846989
242.252038,319,6125.072768
8.943296,324,6126.989298
30.149052,247,6128.602702
254.822597,333,6130.88844
234.264958,759,6136.695185
229.766754,858,6145.393099
238.360484,311,6147.56138
-14.902226,364,6150.027243
237.425751,324,6152.316428
213.844643,394,6158.622714
258.020841,352,6160.833631
217.575482,341,6163.092105
204.763562,457,6166.209718
236.706295,365,6168.920282
232.857887,295,6170.954368
27.604085,273,6176.277938
274.719594,386,6178.65756
244.139109,349,6180.866193
244.591573,410,6183.568227
258.157713,319,6185.907399
214.404701,343,6188.122491
243.292003,316,6193.653361
251.293258,398,6196.286288
245.491173,299,6198.31854
235.55871,329,6200.527861
237.527198,339,6202.919446
295.650765,275,6205.042305
42.533127,268,6210.14555
248.645586,312,6212.456362
259.206059,235,6213.918149
218.847879,339,6216.16586
247.527885,385,6218.48587
133.367131,1000,6228.963705
247.533136,301,6231.152961
-10.575367,122,6231.931105
-6.362816,305,6234.031595
265.723914,376,6236.14258
231.250957,326,6238.488284
231.893819,325,6243.338542
278.899114,278,6245.590435
29.417046,185,6247.02102
241.058348,355,6249.585055
229.729228,457,6252.781423
56.286686,232,6254.27613
236.12734,290,6256.322525
267.496638,321,6261.365592
287.759272,280,6263.423469
